id,taluk_id,firka_id,name_en,name_ta,village_code,aliases,latitude,longitude,source,confidence
25,1,4,Pachapalayam,பச்சபாளையம்,TN-CBE-01-025,"[""Pachapalayam"", ""பச்சபாளையம்"", ""Pachapalayam""]",11.08,76.87,TN Revenue Administration - Coimbatore District,1.0
26,1,4,Chinnathadagam,சின்னத்தடாகம்,TN-CBE-01-026,"[""Chinnathadagam"", ""சின்னத்தடாகம்"", ""Chinnathadagam""]",11.095,76.865,TN Revenue Administration - Coimbatore District,1.0
27,1,4,Nanjundapuram Valley,நஞ்சுண்டாபுரம் பள்ளத்தாக்கு,TN-CBE-01-027,"[""Nanjundapuram Valley"", ""நஞ்சுண்டாபுரம் பள்ளத்தாக்கு"", ""Nanjundapuram Valley""]",11.085,76.85,TN Revenue Administration - Coimbatore District,1.0
28,1,4,24 Veerapandi,24 வீரபாண்டி,TN-CBE-01-028,"[""24 Veerapandi"", ""24 வீரபாண்டி"", ""24 Veerapandi""]",11.115,76.915,TN Revenue Administration - Coimbatore District,1.0
29,2,5,Coimbatore City Central,கோயம்புத்தூர் மாநகரம்,TN-CBE-02-029,"[""Coimbatore City Central"", ""கோயம்புத்தூர் மாநகரம்"", ""Coimbatore City Central""]",11.0,76.96,TN Revenue Administration - Coimbatore District,1.0
30,2,5,Ramanathapuram,இராமநாதபுரம்,TN-CBE-02-030,"[""Ramanathapuram"", ""இராமநாதபுரம்"", ""Ramanathapuram""]",10.995,76.985,TN Revenue Administration - Coimbatore District,1.0
31,2,6,Peelamedu,பீளமேடு,TN-CBE-02-031,"[""Peelamedu"", ""பீளமேடு"", ""Peelamedu""]",11.025,77.005,TN Revenue Administration - Coimbatore District,1.0
32,2,6,Sowripalayam,சௌரிபாளையம்,TN-CBE-02-032,"[""Sowripalayam"", ""சௌரிபாளையம்"", ""Sowripalayam""]",11.005,77.005,TN Revenue Administration - Coimbatore District,1.0
33,2,6,Udayampalayam,உடையாம்பாளையம்,TN-CBE-02-033,"[""Udayampalayam"", ""உடையாம்பாளையம்"", ""Udayampalayam""]",11.015,77.015,TN Revenue Administration - Coimbatore District,1.0
34,2,7,Singanallur,சிங்காநல்லூர்,TN-CBE-02-034,"[""Singanallur"", ""சிங்காநல்லூர்"", ""Singanallur""]",10.998,77.025,TN Revenue Administration - Coimbatore District,1.0
35,2,7,Uppilipalayam,உப்பிலிபாளையம்,TN-CBE-02-035,"[""Uppilipalayam"", ""உப்பிலிபாளையம்"", ""Uppilipalayam""]",11.005,77.02,TN Revenue Administration - Coimbatore District,1.0
36,2,7,Varadarajapuram,வரதராஜபுரம்,TN-CBE-02-036,"[""Varadarajapuram"", ""வரதராஜபுரம்"", ""Varadarajapuram""]",11.01,77.01,TN Revenue Administration - Coimbatore District,1.0
37,2,7,Neelikonampalayam,நீலிகோணாம்பாளையம்,TN-CBE-02-037,"[""Neelikonampalayam"", ""நீலிகோணாம்பாளையம்"", ""Neelikonampalayam""]",11.015,77.035,TN Revenue Administration - Coimbatore District,1.0
38,2,7,Ondipudur,ஒண்டிப்புதூர்,TN-CBE-02-038,"[""Ondipudur"", ""ஒண்டிப்புதூர்"", ""Ondipudur""]",10.995,77.045,TN Revenue Administration - Coimbatore District,1.0
39,2,5,Puliakulam,புலியகுளம்,TN-CBE-02-039,"[""Puliakulam"", ""புலியகுளம்"", ""Puliakulam""]",10.998,76.995,TN Revenue Administration - Coimbatore District,1.0
40,2,5,Sanganoor (South),சங்கனூர் தெற்கு,TN-CBE-02-040,"[""Sanganoor (South)"", ""சங்கனூர் தெற்கு"", ""Sanganoor (South)""]",11.02,76.965,TN Revenue Administration - Coimbatore District,1.0
41,2,5,Rathinapuri,ரத்தினபுரி,TN-CBE-02-041,"[""Rathinapuri"", ""ரத்தினபுரி"", ""Rathinapuri""]",11.028,76.96,TN Revenue Administration - Coimbatore District,1.0
42,2,5,Telungupalayam,தெலுங்குபாளையம்,TN-CBE-02-042,"[""Telungupalayam"", ""தெலுங்குபாளையம்"", ""Telungupalayam""]",11.005,76.93,TN Revenue Administration - Coimbatore District,1.0
43,2,5,Komarapalayam,குமாரபாளையம்,TN-CBE-02-043,"[""Komarapalayam"", ""குமாரபாளையம்"", ""Komarapalayam""]",11.0,76.92,TN Revenue Administration - Coimbatore District,1.0
44,2,5,Selvapuram,செல்வபுரம்,TN-CBE-02-044,"[""Selvapuram"", ""செல்வபுரம்"", ""Selvapuram""]",10.985,76.94,TN Revenue Administration - Coimbatore District,1.0
45,2,5,Kallimadai,கள்ளிமடை,TN-CBE-02-045,"[""Kallimadai"", ""கள்ளிமடை"", ""Kallimadai""]",10.995,77.0,TN Revenue Administration - Coimbatore District,1.0
46,2,5,Valankulam,வாலாங்குளம்,TN-CBE-02-046,"[""Valankulam"", ""வாலாங்குளம்"", ""Valankulam""]",10.99,76.975,TN Revenue Administration - Coimbatore District,1.0
47,2,5,Krishnarayapuram,கிருஷ்ணராயபுரம்,TN-CBE-02-047,"[""Krishnarayapuram"", ""கிருஷ்ணராயபுரம்"", ""Krishnarayapuram""]",11.025,76.98,TN Revenue Administration - Coimbatore District,1.0
48,2,5,Alandurai Border,ஆலாந்துறை எல்லை,TN-CBE-02-048,"[""Alandurai Border"", ""ஆலாந்துறை எல்லை"", ""Alandurai Border""]",10.98,76.88,TN Revenue Administration - Coimbatore District,1.0
49,2,5,Chettipalayam Road South,செட்டிபாளையம் சாலை,TN-CBE-02-049,"[""Chettipalayam Road South"", ""செட்டிபாளையம் சாலை"", ""Chettipalayam Road South""]",10.965,77.01,TN Revenue Administration - Coimbatore District,1.0
50,2,5,Perur Chettipalayam,பேரூர் செட்டிபாளையம்,TN-CBE-02-050,"[""Perur Chettipalayam"", ""பேரூர் செட்டிபாளையம்"", ""Perur Chettipalayam""]",10.97,76.95,TN Revenue Administration - Coimbatore District,1.0
51,3,9,Annur Town,அன்னூர்,TN-CBE-03-051,"[""Annur Town"", ""அன்னூர்"", ""Annur""]",11.233,77.1,TN Revenue Administration - Coimbatore District,1.0
52,3,9,Kunnathur,குன்னத்தூர்,TN-CBE-03-052,"[""Kunnathur"", ""குன்னத்தூர்"", ""Kunnathur""]",11.22,77.08,TN Revenue Administration - Coimbatore District,1.0
53,3,9,Kariyampalayam,கரியம்பாளையம்,TN-CBE-03-053,"[""Kariyampalayam"", ""கரியம்பாளையம்"", ""Kariyampalayam""]",11.25,77.12,TN Revenue Administration - Coimbatore District,1.0
54,3,9,Pasur,பாசூர்,TN-CBE-03-054,"[""Pasur"", ""பாசூர்"", ""Pasur""]",11.26,77.07,TN Revenue Administration - Coimbatore District,1.0
55,3,9,Pogalur,போகலூர்,TN-CBE-03-055,"[""Pogalur"", ""போகலூர்"", ""Pogalur""]",11.21,77.14,TN Revenue Administration - Coimbatore District,1.0
56,3,9,Kattampatti,காட்டம்பட்டி,TN-CBE-03-056,"[""Kattampatti"", ""காட்டம்பட்டி"", ""Kattampatti""]",11.195,77.11,TN Revenue Administration - Coimbatore District,1.0
57,3,9,Allapalayam,அல்லாபாளையம்,TN-CBE-03-057,"[""Allapalayam"", ""அல்லாபாளையம்"", ""Allapalayam""]",11.24,77.15,TN Revenue Administration - Coimbatore District,1.0
58,3,9,Mettupalayam Road Annur,மேட்டுப்பாளையம் ரோடு,TN-CBE-03-058,"[""Mettupalayam Road Annur"", ""மேட்டுப்பாளையம் ரோடு"", ""Mettupalayam Road Annur""]",11.23,77.06,TN Revenue Administration - Coimbatore District,1.0
59,3,9,Pilliappampalayam,பிள்ளையப்பம்பாளையம்,TN-CBE-03-059,"[""Pilliappampalayam"", ""பிள்ளையப்பம்பாளையம்"", ""Pilliappampalayam""]",11.215,77.09,TN Revenue Administration - Coimbatore District,1.0
60,3,9,Vadakkalur,வடக்குளூர்,TN-CBE-03-060,"[""Vadakkalur"", ""வடக்குளூர்"", ""Vadakkalur""]",11.27,77.13,TN Revenue Administration - Coimbatore District,1.0
61,4,12,Mettupalayam Town,மேட்டுப்பாளையம் நகரம்,TN-CBE-04-061,"[""Mettupalayam Town"", ""மேட்டுப்பாளையம் நகரம்"", ""Mettupalayam""]",11.3,76.94,TN Revenue Administration - Coimbatore District,1.0
62,4,13,Sirumugai,சிறுமுகை,TN-CBE-04-062,"[""Sirumugai"", ""சிறுமுகை"", ""Sirumugai""]",11.33,77.0,TN Revenue Administration - Coimbatore District,1.0
63,4,14,Karamadai,காரமடை,TN-CBE-04-063,"[""Karamadai"", ""காரமடை"", ""Karamadai""]",11.245,76.96,TN Revenue Administration - Coimbatore District,1.0
64,4,14,Bellathi,பெள்ளாதி,TN-CBE-04-064,"[""Bellathi"", ""பெள்ளாதி"", ""Bellathi""]",11.27,76.98,TN Revenue Administration - Coimbatore District,1.0
65,4,14,Chikkadasampalayam,சிக்கதாசம்பாளையம்,TN-CBE-04-065,"[""Chikkadasampalayam"", ""சிக்கதாசம்பாளையம்"", ""Chikkadasampalayam""]",11.285,76.95,TN Revenue Administration - Coimbatore District,1.0
66,4,14,Odanthurai,ஓடந்துறை,TN-CBE-04-066,"[""Odanthurai"", ""ஓடந்துறை"", ""Odanthurai""]",11.315,76.92,TN Revenue Administration - Coimbatore District,1.0
67,4,13,Alangombu,ஆலங்கொம்பு,TN-CBE-04-067,"[""Alangombu"", ""ஆலங்கொம்பு"", ""Alangombu""]",11.32,77.02,TN Revenue Administration - Coimbatore District,1.0
68,4,13,Nellithurai,நெல்லித்துறை,TN-CBE-04-068,"[""Nellithurai"", ""நெல்லித்துறை"", ""Nellithurai""]",11.31,76.88,TN Revenue Administration - Coimbatore District,1.0
69,4,14,Kemmarampalayam,கெம்மாரம்பாளையம்,TN-CBE-04-069,"[""Kemmarampalayam"", ""கெம்மாரம்பாளையம்"", ""Kemmarampalayam""]",11.255,76.92,TN Revenue Administration - Coimbatore District,1.0
70,4,14,Thekkampatti,தேக்கம்பட்டி,TN-CBE-04-070,"[""Thekkampatti"", ""தேக்கம்பட்டி"", ""Thekkampatti""]",11.31,76.91,TN Revenue Administration - Coimbatore District,1.0
71,5,15,Sulur Town,சூலூர் நகரம்,TN-CBE-05-071,"[""Sulur Town"", ""சூலூர் நகரம்"", ""Sulur""]",11.025,77.125,TN Revenue Administration - Coimbatore District,1.0
72,5,16,Irugur,இருவூர்,TN-CBE-05-072,"[""Irugur"", ""இருவூர்"", ""Irugur""]",11.02,77.07,TN Revenue Administration - Coimbatore District,1.0
73,5,15,Ravathur,ராவத்தூர்,TN-CBE-05-073,"[""Ravathur"", ""ராவத்தூர்"", ""Ravathur""]",11.03,77.085,TN Revenue Administration - Coimbatore District,1.0
74,5,15,Kannampalayam,கண்ணம்பாளையம்,TN-CBE-05-074,"[""Kannampalayam"", ""கண்ணம்பாளையம்"", ""Kannampalayam""]",11.015,77.105,TN Revenue Administration - Coimbatore District,1.0
75,5,15,Pallapalayam,பல்லபாளையம்,TN-CBE-05-075,"[""Pallapalayam"", ""பல்லபாளையம்"", ""Pallapalayam""]",11.035,77.1,TN Revenue Administration - Coimbatore District,1.0
76,5,15,Muthugoundanpudur,முத்துக்கவுண்டன்புதூர்,TN-CBE-05-076,"[""Muthugoundanpudur"", ""முத்துக்கவுண்டன்புதூர்"", ""Muthugoundanpudur""]",11.05,77.11,TN Revenue Administration - Coimbatore District,1.0
77,5,15,Kaduvettipalayam,காடுவெட்டிபாளையம்,TN-CBE-05-077,"[""Kaduvettipalayam"", ""காடுவெட்டிபாளையம்"", ""Kaduvettipalayam""]",11.07,77.14,TN Revenue Administration - Coimbatore District,1.0
78,5,15,Kaniyur,கணியூர்,TN-CBE-05-078,"[""Kaniyur"", ""கணியூர்"", ""Kaniyur""]",11.075,77.155,TN Revenue Administration - Coimbatore District,1.0
79,5,15,Arasur,அரசூர்,TN-CBE-05-079,"[""Arasur"", ""அரசூர்"", ""Arasur""]",11.065,77.13,TN Revenue Administration - Coimbatore District,1.0
80,5,15,Neelambur,நீலம்பூர்,TN-CBE-05-080,"[""Neelambur"", ""நீலம்பூர்"", ""Neelambur""]",11.055,77.08,TN Revenue Administration - Coimbatore District,1.0
81,5,17,Sultanpet,சுல்தான்பேட்டை,TN-CBE-05-081,"[""Sultanpet"", ""சுல்தான்பேட்டை"", ""Sultanpet""]",10.92,77.18,TN Revenue Administration - Coimbatore District,1.0
82,5,17,Varapatti,வாரப்பட்டி,TN-CBE-05-082,"[""Varapatti"", ""வாரப்பட்டி"", ""Varapatti""]",10.95,77.15,TN Revenue Administration - Coimbatore District,1.0
83,5,17,Jallipatti,ஜல்லிபட்டி,TN-CBE-05-083,"[""Jallipatti"", ""ஜல்லிபட்டி"", ""Jallipatti""]",10.94,77.2,TN Revenue Administration - Coimbatore District,1.0
84,5,17,Senjerimalai,செஞ்சேரிமலை,TN-CBE-05-084,"[""Senjerimalai"", ""செஞ்சேரிமலை"", ""Senjerimalai""]",10.91,77.22,TN Revenue Administration - Coimbatore District,1.0
85,6,19,Pollachi Town,பொள்ளாச்சி நகரம்,TN-CBE-06-085,"[""Pollachi Town"", ""பொள்ளாச்சி நகரம்"", ""Pollachi""]",10.66,77.01,TN Revenue Administration - Coimbatore District,1.0
86,6,19,Achipatti,ஆச்சிபட்டி,TN-CBE-06-086,"[""Achipatti"", ""ஆச்சிபட்டி"", ""Achipatti""]",10.68,77.02,TN Revenue Administration - Coimbatore District,1.0
87,6,19,Abarpalayam,அபார்பாளையம்,TN-CBE-06-087,"[""Abarpalayam"", ""அபார்பாளையம்"", ""Abarpalayam""]",10.65,77.03,TN Revenue Administration - Coimbatore District,1.0
88,6,20,Zamin Uthukuli,ஜமீன் ஊத்துக்குளி,TN-CBE-06-088,"[""Zamin Uthukuli"", ""ஜமீன் ஊத்துக்குளி"", ""Zamin Uthukuli""]",10.67,76.99,TN Revenue Administration - Coimbatore District,1.0
89,6,20,Suleeswaranpatti,சூலேஸ்வரன்பட்டி,TN-CBE-06-089,"[""Suleeswaranpatti"", ""சூலேஸ்வரன்பட்டி"", ""Suleeswaranpatti""]",10.645,77.0,TN Revenue Administration - Coimbatore District,1.0
90,6,21,Kottur,கோட்டூர்,TN-CBE-06-090,"[""Kottur"", ""கோட்டூர்"", ""Kottur""]",10.535,76.98,TN Revenue Administration - Coimbatore District,1.0
91,6,21,Angalakurichi,அங்கலக்குறிச்சி,TN-CBE-06-091,"[""Angalakurichi"", ""அங்கலக்குறிச்சி"", ""Angalakurichi""]",10.51,76.99,TN Revenue Administration - Coimbatore District,1.0
92,6,22,Negamam,நெகமம்,TN-CBE-06-092,"[""Negamam"", ""நெகமம்"", ""Negamam""]",10.77,77.12,TN Revenue Administration - Coimbatore District,1.0
93,6,23,Marchinaickenpalayam,மார்ச்சிநாயக்கன்பாளையம்,TN-CBE-06-093,"[""Marchinaickenpalayam"", ""மார்ச்சிநாயக்கன்பாளையம்"", ""Marchinaickenpalayam""]",10.61,76.92,TN Revenue Administration - Coimbatore District,1.0
94,6,23,Koolanaickenpatti,கூளநாயக்கன்பட்டி,TN-CBE-06-094,"[""Koolanaickenpatti"", ""கூளநாயக்கன்பட்டி"", ""Koolanaickenpatti""]",10.71,77.06,TN Revenue Administration - Coimbatore District,1.0
95,7,24,Kinathukadavu Town,கிணத்துக்கடவு நகரம்,TN-CBE-07-095,"[""Kinathukadavu Town"", ""கிணத்துக்கடவு நகரம்"", ""Kinathukadavu""]",10.82,77.02,TN Revenue Administration - Coimbatore District,1.0
96,7,25,Nallattipalayam,நல்லாட்டிபாளையம்,TN-CBE-07-096,"[""Nallattipalayam"", ""நல்லாட்டிபாளையம்"", ""Nallattipalayam""]",10.84,77.03,TN Revenue Administration - Coimbatore District,1.0
97,7,26,Vadakkipalayam,வடக்கிபாளையம்,TN-CBE-07-097,"[""Vadakkipalayam"", ""வடக்கிபாளையம்"", ""Vadakkipalayam""]",10.78,76.95,TN Revenue Administration - Coimbatore District,1.0
98,7,24,Kovilpalayam (Kinathukadavu),கோவில்பாளையம்,TN-CBE-07-098,"[""Kovilpalayam (Kinathukadavu)"", ""கோவில்பாளையம்"", ""Kovilpalayam (Kinathukadavu)""]",10.81,77.0,TN Revenue Administration - Coimbatore District,1.0
99,7,24,Thamaraikulam,தாமரைக்குளம்,TN-CBE-07-099,"[""Thamaraikulam"", ""தாமரைக்குளம்"", ""Thamaraikulam""]",10.795,77.035,TN Revenue Administration - Coimbatore District,1.0
100,7,24,Sokkanur,சொக்கனூர்,TN-CBE-07-100,"[""Sokkanur"", ""சொக்கனூர்"", ""Sokkanur""]",10.85,76.98,TN Revenue Administration - Coimbatore District,1.0
101,7,24,Singarampalayam,சிங்காரம்பாளையம்,TN-CBE-07-101,"[""Singarampalayam"", ""சிங்காரம்பாளையம்"", ""Singarampalayam""]",10.835,77.01,TN Revenue Administration - Coimbatore District,1.0
102,8,27,Valparai Town,வால்பாறை நகரம்,TN-CBE-08-102,"[""Valparai Town"", ""வால்பாறை நகரம்"", ""Valparai""]",10.325,76.955,TN Revenue Administration - Coimbatore District,1.0
103,8,27,Stanmore,ஸ்டான்மோர்,TN-CBE-08-103,"[""Stanmore"", ""ஸ்டான்மோர்"", ""Stanmore""]",10.34,76.97,TN Revenue Administration - Coimbatore District,1.0
104,8,27,Iyerpadi,அய்யர்பாடி,TN-CBE-08-104,"[""Iyerpadi"", ""அய்யர்பாடி"", ""Iyerpadi""]",10.36,76.98,TN Revenue Administration - Coimbatore District,1.0
105,8,27,Waterfalls Estate,வாட்டர்பால்ஸ் எஸ்டேட்,TN-CBE-08-105,"[""Waterfalls Estate"", ""வாட்டர்பால்ஸ் எஸ்டேட்"", ""Waterfalls Estate""]",10.37,76.995,TN Revenue Administration - Coimbatore District,1.0
106,8,28,Sholayar Dam Environs,சோலையார் அணை பகுதி,TN-CBE-08-106,"[""Sholayar Dam Environs"", ""சோலையார் அணை பகுதி"", ""Sholayar Dam""]",10.3,76.88,TN Revenue Administration - Coimbatore District,1.0
107,8,28,Mudis,முடிஸ்,TN-CBE-08-107,"[""Mudis"", ""முடிஸ்"", ""Mudis""]",10.32,76.91,TN Revenue Administration - Coimbatore District,1.0
108,8,28,Cinchona,சின்கோனா,TN-CBE-08-108,"[""Cinchona"", ""சின்கோனா"", ""Cinchona""]",10.29,76.93,TN Revenue Administration - Coimbatore District,1.0
109,9,29,Madukkarai Town,மதுக்கரை நகரம்,TN-CBE-09-109,"[""Madukkarai Town"", ""மதுக்கரை நகரம்"", ""Madukkarai""]",10.903,76.963,TN Revenue Administration - Coimbatore District,1.0
110,9,30,Kurichi,குறிச்சி,TN-CBE-09-110,"[""Kurichi"", ""குறிச்சி"", ""Kurichi""]",10.95,76.97,TN Revenue Administration - Coimbatore District,1.0
111,9,30,Sundarapuram,சுந்தராபுரம்,TN-CBE-09-111,"[""Sundarapuram"", ""சுந்தராபுரம்"", ""Sundarapuram""]",10.94,76.975,TN Revenue Administration - Coimbatore District,1.0
112,9,30,Eachanari,ஈச்சனாரி,TN-CBE-09-112,"[""Eachanari"", ""ஈச்சனாரி"", ""Eachanari""]",10.925,76.98,TN Revenue Administration - Coimbatore District,1.0
113,9,30,Malumichampatti,மலுமிச்சம்பட்டி,TN-CBE-09-113,"[""Malumichampatti"", ""மலுமிச்சம்பட்டி"", ""Malumichampatti""]",10.91,77.005,TN Revenue Administration - Coimbatore District,1.0
114,9,31,Othakalmandapam,ஒத்தக்கால்மண்டபம்,TN-CBE-09-114,"[""Othakalmandapam"", ""ஒத்தக்கால்மண்டபம்"", ""Othakalmandapam""]",10.88,77.0,TN Revenue Administration - Coimbatore District,1.0
115,9,31,Chettipalayam (Madukkarai),செட்டிபாளையம்,TN-CBE-09-115,"[""Chettipalayam (Madukkarai)"", ""செட்டிபாளையம்"", ""Chettipalayam (Madukkarai)""]",10.89,77.04,TN Revenue Administration - Coimbatore District,1.0
116,9,29,Ettimadai,எட்டிமடை,TN-CBE-09-116,"[""Ettimadai"", ""எட்டிமடை"", ""Ettimadai""]",10.9,76.898,TN Revenue Administration - Coimbatore District,1.0
117,9,29,Mavuthampathy,மவுத்தம்பதி,TN-CBE-09-117,"[""Mavuthampathy"", ""மவுத்தம்பதி"", ""Mavuthampathy""]",10.86,76.88,TN Revenue Administration - Coimbatore District,1.0
118,9,29,Pichanur,பிச்சனூர்,TN-CBE-09-118,"[""Pichanur"", ""பிச்சனூர்"", ""Pichanur""]",10.875,76.895,TN Revenue Administration - Coimbatore District,1.0
119,9,29,Seerapalayam,சீராபாளையம்,TN-CBE-09-119,"[""Seerapalayam"", ""சீராபாளையம்"", ""Seerapalayam""]",10.915,76.975,TN Revenue Administration - Coimbatore District,1.0
120,9,29,Thirumalayampalayam,திருமலையம்பாளையம்,TN-CBE-09-120,"[""Thirumalayampalayam"", ""திருமலையம்பாளையம்"", ""Thirumalayampalayam""]",10.87,76.91,TN Revenue Administration - Coimbatore District,1.0
121,10,32,Perur Town,பேரூர் நகரம்,TN-CBE-10-121,"[""Perur Town"", ""பேரூர் நகரம்"", ""Perur""]",10.975,76.915,TN Revenue Administration - Coimbatore District,1.0
122,10,32,Perur Chettipalayam,பேரூர் செட்டிபாளையம்,TN-CBE-10-122,"[""Perur Chettipalayam"", ""பேரூர் செட்டிபாளையம்"", ""Perur Chettipalayam""]",10.965,76.925,TN Revenue Administration - Coimbatore District,1.0
123,10,33,Thondamuthur Town,தொண்டாமுத்தூர்,TN-CBE-10-123,"[""Thondamuthur Town"", ""தொண்டாமுத்தூர்"", ""Thondamuthur""]",10.995,76.835,TN Revenue Administration - Coimbatore District,1.0
124,10,33,Narasipuram,நரசிபுரம்,TN-CBE-10-124,"[""Narasipuram"", ""நரசிபுரம்"", ""Narasipuram""]",10.985,76.79,TN Revenue Administration - Coimbatore District,1.0
125,10,33,Alandurai,ஆலாந்துறை,TN-CBE-10-125,"[""Alandurai"", ""ஆலாந்துறை"", ""Alandurai""]",10.945,76.815,TN Revenue Administration - Coimbatore District,1.0
126,10,33,Ikkarai Boluvampatti,இக்கரை போளுவாம்பட்டி,TN-CBE-10-126,"[""Ikkarai Boluvampatti"", ""இக்கரை போளுவாம்பட்டி"", ""Ikkarai Boluvampatti""]",10.97,76.775,TN Revenue Administration - Coimbatore District,1.0
127,10,33,Semmedu,செம்மேடு,TN-CBE-10-127,"[""Semmedu"", ""செம்மேடு"", ""Semmedu""]",10.96,76.76,TN Revenue Administration - Coimbatore District,1.0
